WFOID,description,type,language,contributor,audience,rightsHolder,created,creator,source,rights,license
wfo-0001296827,"<i>Evolvulus glomeratus</i> grows in Human Altered environments (yards, gardens).",habitat,EN,Ethan Freid,,,2026-02-18,Ethan Freid,ref-0001296827.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001423675,<i>Grona triflora</i>  grows in Human Altered environments (lawns and beds).,habitat,EN,Ethan Freid,,,2026-02-18,Ethan Freid,ref-0001423675.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000726628,"<i>Hydrocotyle verticillata</i> grows in Fresh Water Wetlands (<i>Sabal palmetto</i> Woodlands) and Human Altered environments (waste areas, seeps, roadsides).",habitat,EN,Ethan Freid,,,2026-02-19,Ethan Freid,ref-0000726628.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000013627,"<i>Iva cheiranthifolia</i> grows behinds Dunes, in brackish areas, edges of Pine Woodlands and Mangroves.",habitat,EN,Ethan Freid,,,2026-02-23,Ethan Freid,ref-0000013627.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001297447,<i>Ipomoea corymbosa</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2026-02-23,Ethan Freid,ref-0001297447.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000218302,"<i>Ixora chinensis</i> grows in Human Altered environments (yards, gardens, roadsides).",habitat,EN,Ethan Freid,,,2026-02-25,Ethan Freid,ref-0000218302.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000219712,<i>Jatropha integerrima</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2026-02-25,Ethan Freid,ref-0000219712.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000223016,"<i>Lantana camara</i> grows Human Altered environments (yards, gardens, abandoned fields, roadsides).  It is not found in natural habitats within the Lucayan Archipelago.",habitat,EN,Ethan Freid,,,2026-02-25,Ethan Freid,ref-0000223016.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000366809,<i>Lagerstroemia indica</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2026-02-25,Ethan Freid,ref-0000366809.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000445388,"<i>Laportea aestuans</i> grows in Human Altered environments (yards, gardens, nurseries, waste areas).",habitat,EN,Ethan Freid,,,2026-02-26,Ethan Freid,ref-0000445388.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000136383,<i>Liatris garberi</i> grows in cut Pine Woodlands.,habitat,EN,Ethan Freid,,,2026-02-27,Ethan Freid,ref-0000136383.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000212700,<i>Lathyrus odoratus</i> grows in Human Altered environments (farms and yards).,habitat,EN,Ethan Freid,,,2026-02-27,Ethan Freid,ref-0000212700.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000224588,"<i>Leonotis nepetifolia</i> grows in Human Altered environments (yards, roadsides, abandoned fields, waste areas).",habitat,EN,Ethan Freid,,,2026-02-27,Ethan Freid,ref-0000224588.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000236331,<i>Margaritaria scandens</i> grows in Dry Broadleaf Evergreen Formation – Forest/Shrubland (coppice).,habitat,EN,Ethan Freid,,,2026-02-27,Ethan Freid,ref-0000236331.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000239912,<i>Melaleuca viminalis</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2026-03-01,Ethan Freid,ref-0000239912.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000377157,"<i>Melothria pendula</i> grows in Human Altered environments (old fields, yards, roadsides, fence lines).",habitat,EN,Ethan Freid,,,2026-03-01,Ethan Freid,ref-0000377157.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001109166,"<i>Microgramma heterophylla</i> grows as an epiphyte/climbing vine in sinkholes, wet shady areas in Dry Broadleaf Evergreen Formation – Forests (coppice).",habitat,EN,Ethan Freid,,,2026-03-01,Ethan Freid,ref-0001109166.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001292761,<i>Maytenus buxifolia</i> grows in Dry Broadleaf Evergreen Formations – Woodland/Shrublands and Pine Woodlands.,habitat,EN,Ethan Freid,,,2026-03-01,Ethan Freid,ref-0001292761.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001424452,"<i>Distimake aegyptius</i> grows in Human Altered environments (roadsides, abandoned fields, waste areas).",habitat,EN,Ethan Freid,,,2026-03-01,Ethan Freid,ref-0001424452.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000253112,"<i>Ochrosia elliptica</i> grows in Human Altered environments (yards, gardens, disturbed and abandoned fields).",habitat,EN,Ethan Freid,,,2026-03-02,Ethan Freid,ref-0000253112.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000447905,"<i>Morus alba</i> grows in Human Altered environments (yards, gardens, farms).",habitat,EN,Ethan Freid,,,2026-03-02,Ethan Freid,ref-0000447905.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000451606,"<i>Muntingia calabura</i> grows in Human Altered environments (yards, gardens, farms).",habitat,EN,Ethan Freid,,,2026-03-02,Ethan Freid,ref-0000451606.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000453279,<i>Murraya paniculata</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2026-03-02,Ethan Freid,ref-0000453279.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001090266,"<i>Pandanus tectorius</i> grows in Human Altered environments (roadsides, gardens, yards).",habitat,EN,Ethan Freid,,,2026-03-02,Ethan Freid,ref-0001090266.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001109067,<i>Osmunda regalis</i> in Fresh Water Wetlands and seeps.,habitat,EN,Ethan Freid,,,2026-03-02,Ethan Freid,ref-0001109067.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001281433,"<i>Oenothera simulans</i> grows in Human Altered environments (yards, fields, disturbed areas).",habitat,EN,Ethan Freid,,,2026-03-02,Ethan Freid,ref-0001281433.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000178429,<i>Pithecellobium unguis-cati</i> grows in Dry Broadleaf Evergreen Formations – Forests/Shrublands (coppice).,habitat,EN,Ethan Freid,,,2026-03-03,Ethan Freid,ref-0000178429.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000178769,"<i>Peltophorum pterocarpum</i> grows in Human Altered environments (roadsides, gardens, yards).",habitat,EN,Ethan Freid,,,2026-03-03,Ethan Freid,ref-0000178769.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000266958,<i>Pentas lanceolata</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2026-03-03,Ethan Freid,ref-0000266958.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000341926,<i>Bromelia pinguin</i> grows in Human Altered environments (yards and gardens) in the Bahamas.  In its native range it is in low elevation Dry Forests.,habitat,EN,Ethan Freid,,,2026-03-03,Ethan Freid,ref-0000341926.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000474426,<i>Phoradendron racemosum</i> grows on Damburneya coriacea.,habitat,EN,Ethan Freid,,,2026-03-03,Ethan Freid,ref-0000474426.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000476234,"<i>Pisonia aculeata</i> grows in Human Altered environments (yards, abandoned fields, roadsides) and the edges of Dry Broadleaf Evergreen Formations – Forests/Shrublands.",habitat,EN,Ethan Freid,,,2026-03-03,Ethan Freid,ref-0000476234.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000479879,"<i>Passiflora foetida</i> grows in Human Altered environments (abandoned fields, waste areas, disturbed zones).",habitat,EN,Ethan Freid,,,2026-03-03,Ethan Freid,ref-0000479879.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000479905,"<i>Passiflora edulis</i> grows in Human Altered environments (yards, gardens, farms).",habitat,EN,Ethan Freid,,,2026-03-03,Ethan Freid,ref-0000479905.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000482093,"<i>Phytolacca icosandra</i> grows in Human Altered environments (fields, waste areas, abandoned sites, old farms) and at the edges of Dry Broadleaf Evergreen Formations - Forests.",habitat,EN,Ethan Freid,,,2026-03-03,Ethan Freid,ref-0000482093.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000576220,<i>Bursera inaguensis</i> grows in Dry Broadleaf Evergreen Formation - Shrublands (scrublands) in coastal areas.,habitat,EN,Ethan Freid,,,2026-03-03,Ethan Freid,ref-0000576220.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000586792,"<i>Cardamine flexuosa</i> grows in moist, sandy Human Altered environments (fields, yards, disturbed areas, nurseries).",habitat,EN,Ethan Freid,,,2026-03-03,Ethan Freid,ref-0000586792.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000025794,<i>Chromolaena bahamensis</i> grows in open areas within Pine Woodlands and the margins of Dry Broadleaf Evergreen Formations.,habitat,EN,Ethan Freid,,,2026-07-17,Ethan Freid,ref-0000025794.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000267435,<i>Argythamnia argentea</i> grows in Dry Broadleaf Evergreen Formation – Shrublands with a sand substrate.,habitat,EN,Ethan Freid,,,2026-07-17,Ethan Freid,ref-0000267435.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000948646,<i>Encyclia caicensis</i> grows in open Dry Broadleaf Evergreen Formation – Shrublands/Dwarf Shrublands (low open coppice).,habitat,EN,Ethan Freid,,,2026-07-17,Ethan Freid,ref-0000948646.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000948761,<i>Encyclia inaguensis</i> grows in open Dry Broadleaf Evergreen Formation – Shrublands/Dwarf Shrublands (low open coppice).,habitat,EN,Ethan Freid,,,2026-07-17,Ethan Freid,ref-0000948761.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000948992,<i>Encyclia withneri</i> grows in Dry Broadleaf Evergreen Formation – Forests (coppice).,habitat,EN,Ethan Freid,,,2026-07-21,Ethan Freid,ref-0000948992.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001101919,<i>Metastelma inaguense</i> grows in coastal Dry Broadleaf Evergreen Formations – Forests/Shrublands (coppice) occurring on a sand substrate and Dunes.,habitat,EN,Ethan Freid,,,2026-07-28,Ethan Freid,ref-0001101919.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000174856,<i>Ateleia popenoei</i> grows in Dry Broadleaf Evergreen Formations – Forests/Shrublands (coppice).,habitat,EN,Ethan Freid,,,2026-07-29,Ethan Freid,ref-0000174856.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001237238,<i>Metastelma stipitatum</i> grows in disturbed coastal Dry Broadleaf Evergreen Formations – Forests/Shrublands (coppice).,habitat,EN,Ethan Freid,,,2026-07-29,Ethan Freid,ref-0001237238.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001332173,<i>Metastelma sigmoideum</i> grows in coastal Dry Broadleaf Evergreen Formations – Forests/Shrublands (coppice) occurring on a sand substrate and Dunes.,habitat,EN,Ethan Freid,,,2026-07-29,Ethan Freid,ref-0001332173.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000128217,<i>Koanophyllon correlliorum</i> grows in open areas within Pine Woodlands and the margins of Dry Broadleaf Evergreen Formations.,habitat,EN,Ethan Freid,,,2026-07-30,Ethan Freid,ref-0000128217.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000848692,<i>Aristida correlliae</i> grows on open ground on exposed limestone in Dry Broadleaf Evergreen Formation – Shrublands (open scrublands).,habitat,EN,Ethan Freid,,,2026-07-30,Ethan Freid,ref-0000848692.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000312301,<i>Spermacoce capillaris</i> grows in <i>Coccothrinax</i> Woodlands and in sandy or rocky coastal shrublands.,habitat,EN,Ethan Freid,,,2026-07-31,Ethan Freid,ref-0000312301.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000433989,<i>Stenandrium carolinae</i> grows along roadsides in sandy soil.,habitat,EN,Ethan Freid,,,2026-08-03,Ethan Freid,ref-0000433989.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001040973,<i>Stenandrium bracteosum</i> grows in open areas of Dry Broadleaf Evergreen Formations – Forests/Shrublands (coppice) and in Human Altered environments such as abandoned fields.,habitat,EN,Ethan Freid,,,2026-08-03,Ethan Freid,ref-0001040973.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001216567,<i>Lepidium filicaule</i> grows in clay like soil near coastlines.,habitat,EN,Ethan Freid,,,2026-08-03,Ethan Freid,ref-0001216567.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-1000057785,<i>Ptycanthera correllii</i> grows in Dry Broadleaf Evergreen Formations – Forests/Shrublands (coppice).,habitat,EN,Ethan Freid,,,2026-08-03,Ethan Freid,ref-1000057785.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001296807,"<i>Evolvulus bahamensis</i> grows in open limestone areas in Dry Broadleaf Evergreen Formation – Shrubland (scrubland, dwarf shrublands).",habitat,EN,Ethan Freid,,,2026-08-04,Ethan Freid,ref-0001296807.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000014938,"<i>Ageratum conyzoides</i> grows in Human Altered environments such as yards, gardens, roadsides, abandoned fields, farms and edges of natural areas.",habitat,EN,Ethan Freid,,,2026-08-15,Ethan Freid,ref-0000014938.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000173962,<i>Brya ebenus</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2026-08-17,Ethan Freid,ref-0000173962.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000342386,<i>Bismarckia nobilis</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2026-08-17,Ethan Freid,ref-0000342386.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000849542,"<i>Aristida vilfifolia</i> grows on open ground on exposed limestone in Dry Broadleaf Evergreen Formation – Woodland/Shrublands (savannas, open scrublands).",habitat,EN,Ethan Freid,,,2026-08-17,Ethan Freid,ref-0000849542.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001108020,"<i>Asplenium nidus</i> grows in Human Altered environments (gardens, yards).",habitat,EN,Ethan Freid,,,2026-08-17,Ethan Freid,ref-0001108020.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000342185,<i>Bulbostylis floccosa</i> grows in sandy soils near coastlines and in <i>Coccothrinax</i> Woodlands.,habitat,EN,Ethan Freid,,,2026-08-18,Ethan Freid,ref-0000342185.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000803077,<i>Carissa carandas</i> grows in Human Altered environments (yards and gardens) but escapes cultivation in to Pine Woodlands.,habitat,EN,Ethan Freid,,,2026-08-18,Ethan Freid,ref-0000803077.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000592594,"<i>Ceiba pentandra</i> grows in Human Altered environments (yards and gardens, abandoned fields, waste areas).",habitat,EN,Ethan Freid,,,2026-08-19,Ethan Freid,ref-0000592594.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000616391,"<i>Combretum indicum</i> grows in Human Altered environments (yards, gardens, waste areas) in the Bahamas.  In its native environment it occurs in mountainous rainforests.",habitat,EN,Ethan Freid,,,2026-08-19,Ethan Freid,ref-0000616391.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000830046,"<i>Chionanthus bumelioides</i> grows in Dry Broadleaf Evergreen Formations – Forest/Shrublands (coppice, scrublands).",habitat,EN,Ethan Freid,,,2026-08-19,Ethan Freid,ref-0000830046.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000845531,<i>Chioccoca stricta</i> grows as an understory shrub in Pine Woodlands and grasslands.,habitat,EN,Ethan Freid,,,2026-08-27,Ethan Freid,ref-0000845531.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001334490,<i>Encyclia androsiana</i> grows in Dry Broadleaf Evergreen Formation – Forests (coppice).,habitat,EN,Ethan Freid,,,2026-08-27,Ethan Freid,ref-0001334490.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000310767,<i>Sideroxylon horridum</i> grows in open areas (that are often disturbed) in Dry Broadleaf Evergreen Formation – Forest/Woodland/Shrublands (coppice and scrublands),habitat,EN,Ethan Freid,,,7431-09-22,Ethan Freid,ref-0000310767.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000312291,"<i>Spermacoce brittonii</i> grows in Dunes, Coccothrinax Woodlands, and in sandy coastal shrublands.",habitat,EN,Ethan Freid,,,,Ethan Freid,,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000764069,<i>Adenium obseum</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,,Ethan Freid,ref-0000764069.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000962693,<i>Euphorbia inaguaensis</i> grows open/thin Dry Broadleaf Evergreen Formation – Shrubland (coppice) on both limestone and in sandy soils.,habitat,EN,Ethan Freid,,,2026-07-17,Ethan Freid,ref-0000962693.02,Leon Levy Native Plant Preserve.,All rights Preserved
