Wfo,Distribution
wfo-0001022012,"Contumazá (Cajamarca, Peru, Western South America, Southern America)"
wfo-0001022013,"Piura, Peru"
wfo-0001022014,"Costa Rica (Central America, Southern America)"
wfo-0001022015,"Patáz (La Libertad, Peru, Western South America, Southern America)"
wfo-0001022025,"Prov. Barranca: 5 km north of Barranca, lomas of Pativilca, 300 m, Lima (Peru, Western South America, Southern America)"
wfo-0001022026,"Cajamarca (Peru, Western South America, Southern America)"
wfo-0001022027,"Contumazá (Cajamarca, Peru, Western South America, Southern America)"
wfo-0001022028,"Entrada al Bosque Cachil, 2500 m, Contumazá (Cajamarca, Peru, Western South America, Southern America)"
wfo-0001022029,"By guard station on the E side of celica, 1950 m, growing along roadside, Loja (Ecuador, Western South America, Southern America)"
wfo-0001022030,"Casma, Lomas de Mongon, 9°37'S, 78°43'W, 450 m, Ancash (Peru, Western South America, Southern America)"
wfo-0001022031,"Distr. Salpo: abajo de Piedra Gorda (Ruta Salpo-Samna), 2780 m, Otuzco (La Libertad, Peru, Western South America, Southern America)"
wfo-0001022032,"Patáz (La Libertad, Peru, Western South America, Southern America)"
wfo-0001022034,"Chota (Cajamarca, Peru, Western South America, Southern America)"
wfo-0001022036,Peru.
wfo-0001022042,"Cajamarca, Peru, Western South America, Southern America"
wfo-0001022043,"Distr. Salpo: Cerro Quinga (al sur-este de Salpo), 3750 m, Otuzco (La Libertad, Peru, Western South America, Southern America)"
wfo-0001022044,"Cajamarca (Cajamarca, Peru, Western South America, Southern America)"
wfo-0001022060,"Cajamarca (Peru, Western South America, Southern America)"
wfo-0001022061,"Cordillera Blanca, ca. 200-500 m into Huascarán National Park along road from city of Yungay to lake Chinan Cocha and lake Llanganuco, sunny rocky roadside with shrubs, 3525 m, Ancash (Peru, Western South America, Southern America)"
wfo-0001022070,"Putumayo (Colombia, Western South America, Southern America)"
wfo-0001022074,"Bolivia (Western South America, Southern America)"
wfo-0001022159,Argentina
wfo-0001022270,"Colombia (Western South America, Southern America)"
wfo-0001022323,"Along road between San Cristóbal and Delicias, 11 km N of Delicias, 11 km N of Delicias 7°37'N, 72°27'W, 1850 m, disturbed forest on steep rocky slopes, Táchira (Venezuela, Northern South America, Southern America)"
wfo-0001022631,Argentina
wfo-0001022655,Mexico (Northern America)
wfo-0001022657,Argentina
wfo-0001022736,Chile
wfo-0001022753,"Santa Cruz (Bolivia, Western South America, Southern America)"
wfo-0001022831,"Bolivia (Western South America, Southern America)"
wfo-0001022841,"Baja California Norte (Mexico, Northern America)"
wfo-0001022920,"Northern Cape Province (Cape Provinces, Southern Africa, Africa);Namibia (Southern Africa, Africa);"
wfo-0001022922,Mexico (Northern America)
wfo-0001022939,Namibia.
wfo-0001022948,"Northern Cape Province (Cape Provinces, Southern Africa, Africa)"
wfo-0001022968,Mexico (Northern America)
wfo-0001022982,"Coahuila & San Luis Potosi, Mexico (Northern America)"
wfo-0001023005,"Baja California Norte (Mexico, Northern America)"
wfo-0001023014,"Galapagos Islands, Ecuador (Western South America, Southern America)"
wfo-0001023021,"Paraguay (Southern South America, Southern America)"
wfo-0001023119,Argentina
wfo-0001023164,Tucumán (Argentina)
wfo-0001023194,"Nevada (Southwestern U.S.A., Northern America)"
wfo-0001023214,"Western Cape Province (Cape Provinces, Southern Africa, Africa);Northern Cape Province (Cape Provinces, Southern Africa, Africa);"
wfo-0001023234,"Texas (South-Central U.S.A., Northern America)"
wfo-0001023525,"Mun. Frontino: corregimiento Nutibara, cuenca alta del Rio Cuevas, 1780 m, Antioquia (Colombia, Western South America, Southern America)"
wfo-0001023535,"Amazonas (Brazil, Southern America)"
wfo-0001023536,"Headwaters of north fork of Rio San Francisco, 11 km east of Loja, 3°59'S, 79°4'W, 2825 m, Zamora-Chinchipe (Ecuador, Western South America, Southern America)"
wfo-0001023539,"Between Tena and Archidona, Napo (Ecuador, Western South America, Southern America)"
wfo-0001023555,"Canton Tulcan, Parroquia, Tobur Donoso, Reserva Indigena Awa, centro El Baboso, 1800 m, 0°53'N, 78°25'W, Carchi (Ecuador, Western South America, Southern America)"
wfo-0001023556,"Orito, forest near Rio Calderas, Putumayo (Colombia, Western South America, Southern America)"
wfo-0001023560,Brazil (Southern America)
wfo-0001023562,Ecuador.
wfo-0001023563,"Huila (Colombia, Western South America, Southern America)"
wfo-0001023568,"Bagua (Amazonas, Peru, Western South America, Southern America)"
wfo-0001023625,"Otuzco (La Libertad, Peru, Western South America, Southern America)"
wfo-0001023689,"Santa Catarina (Brazil, Southern America)"
wfo-0001023690,"Apurimac & Cuzco, Peru (Western South America, Southern America)"
wfo-0001023706,Australia (S. Australia).
wfo-0001023742,"Bolivia (Western South America, Southern America)"
wfo-0001023795,Western Australia.
wfo-0001023809,"Arequipa (Peru, Western South America, Southern America)"
wfo-0001023817,Chile
wfo-0001023820,Chile
wfo-0001023863,"Barra do Ouro, estrada para Riozinho, ca. 5 km do entroncamento para Sao Francisco de Paula, 29°33'28.7""S, 50°21'38.7""W, Rio Grande do Sul (Brazil, Southern America)"
wfo-0001023885,Argentina
wfo-0001023927,"Along the Missouri River above the Walworth Co.-Campell Co., South Dakota (North-Central U.S.A., Northern America)"
wfo-0001023959,"Described from cultivated material, Amazonas (Brazil, Southern America)"
wfo-0001023968,Argentina
wfo-0001023971,"Lower California, Mexico (Northern America)"
wfo-0001023985,Argentina
wfo-0001024002,"La Libertad (Peru, Western South America, Southern America)"
wfo-0001024006,"Bolivia (Western South America, Southern America)"
wfo-0001024015,South Australia.
wfo-0001024039,Australia (Queensland).
wfo-0001024068,"Ecuador (Western South America, Southern America)"
wfo-0001024083,"Paraná (Brazil, Southern America)"
wfo-0001024136,"Rio Grande do Sul (Brazil, Southern America)"
wfo-0001024152,Tucumán (Argentina)
wfo-0001024162,"Arequipa (Peru, Western South America, Southern America)"
wfo-0001024168,"Arequipa (Peru, Western South America, Southern America)"
wfo-0001024182,"Arequipa (Peru, Western South America, Southern America)"
wfo-0001024230,"Arequipa (Peru, Western South America, Southern America)"
wfo-0001024232,"Moquegua (Peru, Western South America, Southern America)"
wfo-0001024243,Chile
wfo-0001024250,"Arequipa (Peru, Western South America, Southern America)"
wfo-0001024268,Chile
wfo-0001024282,"Peru (Western South America, Southern America)"
wfo-0001024286,Chile
wfo-0001024300,"Arequipa (Peru, Western South America, Southern America)"
wfo-0001024307,Chile
wfo-0001024310,"Arequipa (Peru, Western South America, Southern America)"
wfo-0001024320,"Arequipa (Peru, Western South America, Southern America)"
wfo-0001024321,"Arequipa (Peru, Western South America, Southern America)"
wfo-0001024323,"Cuzco (Peru, Western South America, Southern America)"
wfo-0001024325,"Arequipa (Peru, Western South America, Southern America)"
wfo-0001024326,"Ica (Peru, Western South America, Southern America)"
wfo-0001024327,"Arequipa (Peru, Western South America, Southern America)"
wfo-0001024329,"Ica (Peru, Western South America, Southern America)"
wfo-0001024372,Patagonia
wfo-0001024405,"Rio Grande do Sul (Brazil, Southern America)"
wfo-0001024412,Argentina Northwest (Jujuy;Catamarca;La Rioja;Mendoza;Salta;Santiago del Estero;San Juan;San Luis;Tucumán);Argentina Northeast (Córdoba;La Pampa);Bolivia.;
wfo-0001024413,"Mun Baje: Rte. BR153, 7 km S of south entrance of baje to Acegua, 31°26'26's, 54°8'17""W, Rio Grande do Sul (Brazil, Southern America)"
wfo-0001024414,"Santa Catarina (Brazil, Southern America)"
wfo-0001024427,Brazil (Southern America)
wfo-0001024444,"Mun. Chapeco: 15 km SW of Chapeco to Nonoai (Rio Grande¹do Sul), 27°13'26""S, 52°40'8""W, 600 m, Santa Catarina (Brazil, Southern America)"
wfo-0001024460,"Minas Gerais (Brazil, Southern America)"
wfo-0001024466,"Bolivia, Argentina"
wfo-0001024483,"Santa Catarina (Brazil, Southern America)"
wfo-0001024486,Brazil (Southern America)
wfo-0001024488,Brazil (Southern America)
wfo-0001024489,"Rio Grande do Sul (Brazil South, Brazil, Southern America)"
wfo-0001024552,"Oaxaca (Mexico, Northern America)"
wfo-0001024563,"Sinaloa (Mexico, Northern America)"
wfo-0001024584,"Morelos (Mexico, Northern America)"
wfo-0001024585,"Lower brushy slopes, La Sierra (Tujimach) across river from San Juan Atitlan, Huehuetenango (Guatemala, Central America, Southern America)"
wfo-0001024642,"Oaxaca (Mexico, Northern America)"
wfo-0001024712,"Veracruz (Mexico, Northern America)"
wfo-0001024718,"Jalisco (Mexico, Northern America)"
wfo-0001024738,"México (Mexico, Northern America)"
wfo-0001024746,"Mun. de Zaragoza: Cerro El Viejo, Nuevo León (Mexico, Northern America)"
wfo-0001024750,"Cuba (Caribbean, Southern America)"
wfo-0001024779,"Oaxaca (Mexico, Northern America)"
wfo-0001024794,"Near Mazatlan, Sinaloa (Mexico, Northern America)"
wfo-0001024795,"Jalisco (Mexico, Northern America)"
wfo-0001024805,"Nuevo León (Mexico, Northern America)"
wfo-0001024812,"Autlán de Navarro, Sierra de Manantlán, passing Rincón de Manantlán along creek, 2100 m, 19°35'55""N, 104°12'35""W, Jalisco (Mexico, Northern America)"
wfo-0001024813,"Jalisco (Mexico, Northern America)"
wfo-0001024824,"Jalisco (Mexico, Northern America)"
wfo-0001024834,"Santo Domingo, Dominican Republic (Caribbean, Southern America)"
wfo-0001024843,"Michoacán (Mexico, Northern America)"
wfo-0001024845,Mexico (Northern America)
wfo-0001024858,"Nuevo León (Mexico, Northern America)"
wfo-0001024863,"Atotonilco el Grande, Hidalgo (Mexico, Northern America)"
wfo-0001024889,"Guanajuato & San Luis Potosi, Mexico (Northern America)"
wfo-0001024912,Mexico (Northern America)
wfo-0001024921,America
wfo-0001024922,"Tucumán (Argentina Northwest, Southern South America, Southern America)"
wfo-0001024944,"Sonora (Mexico, Northern America)"
wfo-0001024945,Mexico Northeast (Querétaro).
wfo-0001024956,"Bolivia (Western South America, Southern America)"
wfo-0001024974,Mexico (Northern America)
wfo-0001024986,"Salta (Argentina Northwest, Southern South America, Southern America)"
wfo-0001024988,"Distrito Federal, Hidalgo, & Veracruz, Mexico (Northern America)"
wfo-0001024997,"Tapalpa, dirt rd. from Tapalpa to Chiquistlán, 2200 m, Jalisco (Mexico, Northern America)"
wfo-0001025057,"Mexico, Michoacan, Mexico (Northern America)"
wfo-0001025059,"Mun. Chiquilistlan, brecha Tapalpa-Chiquilistlan, Jalisco (Mexico, Northern America)"
wfo-0001025160,"Antioquia (Colombia, Western South America, Southern America)"
wfo-0001025162,"Panama (Central America, Southern America)"
wfo-0001025177,"Bolivia (Western South America, Southern America)"
wfo-0001025190,"Peru (Western South America, Southern America)"
wfo-0001025198,"Colombia, Ecuador"
wfo-0001025199,"Otuzco (La Libertad, Peru, Western South America, Southern America)"
wfo-0001025205,"Lima (Peru, Western South America, Southern America)"
wfo-0001025210,"Peru (Western South America, Southern America)"
wfo-0001025219,"Bolivia (Western South America, Southern America)"
wfo-0001025221,"Ecuador (Western South America, Southern America)"
wfo-0001025228,"Peru (Western South America, Southern America)"
wfo-0001025229,"Cochabamba (Bolivia, Western South America, Southern America)"
wfo-0001025458,"Mato Grosso (Brazil, Southern America)"
wfo-0001025463,"Amazonas (Venezuela, Northern South America, Southern America)"
wfo-0001025465,"Paraguay (Southern South America, Southern America)"
wfo-0001025473,Brazil (Southern America)
wfo-0001025482,"Aragua (Venezuela, Northern South America, Southern America)"
wfo-0001025554,"Ecuador (Western South America, Southern America)"
wfo-0001025557,"Sao Paulo (Brazil, Southern America)"
wfo-0001025559,"Ancash (Peru, Western South America, Southern America)"
wfo-0001025560,"Near Bogota, Colombia (Western South America, Southern America)"
wfo-0001025567,"Cuzco (Peru, Western South America, Southern America)"
wfo-0001025569,"Colombia (Western South America, Southern America)"
wfo-0001025574,"Cerro Sozoranga, Cariamanga-Utuana Road, km 29.5, 2610 m, Loja (Ecuador, Western South America, Southern America)"
wfo-0001025578,"Ecuador (Western South America, Southern America)"
wfo-0001025592,"Apurímac (Peru, Western South America, Southern America)"
wfo-0001025601,"Bolivia (Western South America, Southern America)"
wfo-0001025602,"Costa Rica (Central America, Southern America)"
wfo-0001025603,"Tamaulipas (Mexico, Northern America)"
wfo-0001025606,"Jamaica (Caribbean, Southern America)"
wfo-0001032677,"Colinas, above the Mision Salesiana-Shuar, 800-1000 m,¹3°25'S, 78°35'W, Morona-Santiago (Ecuador, Western South America, Southern America)"
wfo-0001032690,Madagascar.
wfo-0001032699,"Chiapas (Mexico Southeast, Mexico, Northern America)"
wfo-0001032770,Oman.
wfo-0001032784,Ethiopia;Somali Republic.;
wfo-0001032814,"Panama (Central America, Southern America)"
wfo-0001032860,"Costa Rica (Central America, Southern America)"
wfo-0001032896,"Quebrada Los Canos, entre La Fundacion y Chururu, Mun. Fernandez Feo, creciendo bajo sombra, 950 m, Táchira (Venezuela, Northern South America, Southern America)"
